branch_slug,branch_name,branch_name_ar,branch_display_name,branch_display_name_ar,branch_address,branch_address_ar,phone_primary,phone_secondary,landline,whatsapp,category,item,variant,price_sar
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Sandwiches,Sandwich Zinger,sandwich,9
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Sandwiches,Sandwich Zinger,meal,16
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Sandwiches,Sandwich Jumbo Zinger,sandwich,11
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Sandwiches,Sandwich Jumbo Zinger,meal,18
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Chicken / Beef Burger,sandwich,8
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Chicken / Beef Burger,meal,16
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Chicken / Beef Burger Double,sandwich,13
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Chicken / Beef Burger Double,meal,20
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Zinger Burger,sandwich,10
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Zinger Burger,meal,17
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Fish Burger,sandwich,8
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Fish Burger,meal,15
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Shrimp Burger,sandwich,10
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Shrimp Burger,meal,17
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Classic Chicken & Beef Burger,sandwich,12
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Classic Chicken & Beef Burger,meal,20
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Classic Burger Double,sandwich,18
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Burger,Classic Burger Double,meal,25
al-ajaweed,Al Ajaweed,الأجاويد,World Taza Al Ajaweed,عالم طازة الأجاويد,"Al Mundhir Ibn Harithah, Al Ajaweed District, Jeddah",المنذر بن حارثة (رضي الله عنه)، حي الأجاويد، جدة,+966 50 685 9014,+966 53 640 9680,+966 12 620 8191,966506859014,Taza Broast,Dynamate Shrimp Fries,regular,12
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Broast,Broast Chicken,regular,19
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Broast,Chicken Nuggets,regular,18
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Broast,Shrimp Broast,regular,23
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Broast,Chicken Strips,regular,18
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Broast,Kids Meal,regular,18
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Broast,Fish Fillet,regular,19
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Taza Zinger Burger,sandwich,9
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Taza Zinger Burger,meal,16
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Taza Zinger Burger Double,sandwich,11
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Taza Zinger Burger Double,meal,18
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Wrap,sandwich,8
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Wrap,meal,15
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Samooli,sandwich,10
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Samooli,meal,17
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Rocket Plate,regular,13
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Club,regular,13
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Chicken Fries,sandwich,13
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Chicken Fries,meal,18
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Rocket,sandwich,11
prince-abdul-majeed,Prince Abdul Majeed,الأمير عبد المجيد,World Taza Prince Abdul Majeed,عالم طازة الأمير عبد المجيد,"Sayyid Al Shuhada, Prince Abdul Majeed District, Jeddah",سيد الشهداء، حي الأمير عبد المجيد، جدة,+966 50 722 1992,,,966507221992,Taza Zinger Special,Zinger Rocket,meal,18
